article,date,cluster
    Gen. John W. Vessey Jr. is meeting with Vietnamese officials on missing Americans. (U.S. Army) Page 5.  LANGUAGE: ENGLISH  TYPE: CAPTION                      ,August 1 1987 ,2
"   , Vietnam, Aug. 1-   A long-sought meeting between President Reagan's special envoy on Americans missing in action in Vietnam and newly installed Vietnamese leaders began here today, but with scant hopes of real progress on either side.  ''I have no illusions,'' the Foreign Minister Deputy Prime Minister, Nguyen Co Thach, told reporters this afternoon at the French-built palace that is the Government guest house. He was waiting to greet the envoy, Gen. John W. Vessey, Jr. General Vessey, the former chairman of the Joint Chiefs of Staff, was an officer in the Vietnam War.  Mr. Thach said there was no chance the United States would be permitted to open a technical office in Hanoi to speed up the process of searching for missing Americans unless Hanoi gets an office in Washington. The two countries have no diplomatic relations, or interest sections in each other's capitals.  'Two-Way Traffic'  Mr. Thach said an American request for such an office would mean that he would ''have to reciprocate.''  If such a request were made, he said: ''I will raise my desire to have an office in Washington. So you see it is a two-way traffic.''  General Vessey declined to answer when asked if he was authorized to make such a request.  At the same time, Vietnamese officials said today that they were intending to broaden the talks to include ''humanitarian issues'' of their own.  The opening session lasted barely an hour today, and recessed until Sunday morning, when the meeting may end, or be adjourned to Monday, if there is enough reason for further talks.  Diplomats here from both Western and Soviet-bloc nations are virtually unanimous in saying that Vietnam attaches a very high priority to gaining American recognition. They say they are watching the talks for signs of whether or not communication between Washington and Hanoi can be improved under the government of a new Vietnamese communist party general secretary, nguyen van linh.  Hanoi has sent conflicting signals to Washington in the last few years. Discussions on resolving the cases of more 2,400 Americans missing in action in Indochina, 1,776 of them in Vietnam, began to make substantial progress in 1985 under the American leadership of Richard Childress, the National Security Council's director for Asian affairs. In January 1986, when joint excavation of crash sites had almost become routine, Vietnam said it had ''Started the clock'' on a two-year deadline to resolve the issue once and for all.  But within a few months, while in the throes of preparing for leadership changes and scrambling to institute economic reforms, Vietnam suddenly turned negative toward the United States. By the fall of 1986, when remains were last returned to the United States, all but superficial communication had stopped.  Hanoi's Conclusion  Southeast Asian diplomats familiar with developments in Vietnam say that Hanoi had concluded it was getting nothing in return for its cooperation, despite its protests that this was a strictly humanitarian gesture.  President Reagan, under pressure from a lobby calling for action on the issue of the missing, appointed General Vessey his special envoy in January. It took until the end of may for Vietnam to agree to this visit.  General Vessey came to Hanoi today with Mr. Childress, Ann Mills Griffiths, executive director of the National League of Families of American Prisoners and Missing in Southeast Asia, David Lambertson, Deputy Assistant Secretary of State for Asia and the Pacific, Robert Kingston, former director of the Joint Casualty Resolution Center in Hawaii, and Stephen Croker, an aide to General Vessey.  Diplomats here say the visit can be used by the Vietnamese as a demonstration of American interest, whether or not anything is achieved in the talks. Who comes to whose court is traditionally of great importance in many Asian societies.  LANGUAGE: ENGLISH                      ",August 2 1987 ,2
"   , Vietnam, Aug. 2   United States and Vietnamese negotiators looking for ways to resolve the issue of 1,776 Americans still listed as missing in this country met briefly twice today.  Vietnamese officials were more optimistic after the talks this morning than they were on Saturday at the outset.  At a break between the sessions today, Foreign Minister Nguyen Co Thach told reporters the two sides had reached ''a better understanding'' on the issues.  Diplomats here say the talks will indicate how a new Vietnamese leadership under Nguyen Van Linh, the Communist Party general secretary, will be able to deal with Washington.  Mr. Thach, now also a Deputy Prime Minister, is thought to be one of the more influential members of the new administration.  The American delegation, led by John W. Vessey Jr., a retired Army general and former chairman of the Joint Chiefs of Staff, declined to comment on any aspect of the talks, except to say there was more work to do.  This morning, when asked if a planned news conference would still be held on Monday, General Vessey, who is President Reagan's special envoy, brushed aside the question.  ''I don't know if you can expect one,'' he said brusquely. He also canceled plans for sightseeing in Hanoi today.  A previously unscheduled meeting of technical advisers was called for this afternoon. Technical meetings have in the past usually planned crash-site excavations or the returns of war dead.  There has been no decision about whether the higher-level talks will continue on Monday, when the American team is due to leave Hanoi.  ''The talk will resume when we are ready to resume,'' General Vessey said.  Remains of American war dead were last returned to the United States last fall. A resolution of the issue was interrupted, in part, by preparations for the change in Vietnam's leadership.  Many American officials, including most, if not all, on the team now in Hanoi, believe that Vietnam is holding several of the American war dead to be doled out as talks move toward what the Vietnamese hope will be eventual diplomatic recognition.  Few United States officials - and no Hanoi-based European diplomats -believe that any Americans are being held captive in Vietnam. But the Reagan Administration is under pressure from those who claim to have knowledge of such captives and say the Government is doing nothing to free them.  LANGUAGE: ENGLISH                      ",August 3 1987 ,2
"    JOSE, Calif., July 29   Despite their pride in noteworthy social and economic gains and the reality of rapidly growing political influence, the war has not ended for many Vietnamese refugees here.  ''I have a responsibility and a duty as an American,'' said Ho Quang Nhut, a San Jose insurance agent who was a philosophy teacher in Saigon before he became one of the first ''boat people'' to escape to Malaysia with his wife and children in 1976. ''But in my heart, my family and friends are still there. How can I forget?''  Support of resistance movements against the Communist Government of Vietnam remains a top priority for many of those who fled the country after the ''Day of Shame,'' April 30, 1975, when Saigon fell to the forces of North Vietnam. Some express concern, however, about the growth of intolerance among refugees for anything short of outspoken anti-Communism and support of covert United States military aid to guerilla forces. #80,000 Registered Voters The role that the Vietnamese refugees should play in United States politics is a pervasive subject of debate in ''Little Saigon,'' where the opening of more than 300 businesses over the last five years has transformed a downtown neighborhood once dotted with vacant storefronts. The number of Vietnamese in the city is now approaching 10 percent of the population.  Mr. Nhut, now 48 years old, is one of three co-chairmen nationwide of the League of Vietnamese Voters in the United States. Of the more than 500,000 Vietnamese living in this country, approximately 80,000 are registered to vote, most of them as Republicans because that party is perceived as more stauanchly anti-Communist, Mr. Nhut said. The organization expects to add another 60,000 to that total in the next four years.  Mr. Nhut said that his group recently lobbied some Republican members of Congress for military aid to the ''freedom fighters'' they believed were poised to attempt an overthrow of the Vietnamese Government from within the country with the assistance of troops training along the border regions with Laos and Cambodia. It was their ''bad luck'' to have raised the issue at the time of controversy over aid to the Nicaraguan contras, he said.  Scooped Local News Media  In recent years a number of incidents in recent years have galvanized the anti-Communist sentiments of the refugee community. In 1985, a group of militants attacked a San Jose bookstore run by the Socialist Workers Party.  The most recent occurred in June, when a news program on Vietnam Liberty Television, which had begun broadcasting the first privately produced half-hour nightly news program in Vietnamese from a small office in nearby Santa Clara, scooped the local news media.  The story involved Tom Hayden, a State Assemblyman and former anti-war protester who had traveled to North Vietnam in the war, who had been asked to give the commencement address at San Jose City College, a two-year community college with a large number of Vietnamese-American students. As chairman of the subcommittee on higher education, Mr. Hayden was scheduled to speak on the topic of the future of the community college system.  The speech was canceled after Vietnamese-language newspapers editorialized against it, saying that Mr. Hayden and his wife, Jane Fonda, were partly responsible for the Communist victory. Some militant leaders threatened a demonstration, saying they would not guarantee it would be nonviolent.  Hayden Is Assailed  Nguyen Tiep, a San Jose attorney who is considered a moderate and whose name is frequently mentioned as a possible candidate for political office from the community, was one of the leaders in the protest. Mr. Tiep, a 41-year-old former captain in the legal research department of the Saigon police, was the first Vietnamese-American on the Santa Clara County Republican Central Committee.  ''This is not a freedom of speech issue,'' he said. ''He is a traitor.''  Mr. Tiep also led a group advocating a total boycott of the college by Vietnamese students who he said made up more than 20 percent of the students, a formidable prospect in a time of declining enrollment in this state's community colleges.  While the threatened boycott was called off after college administration apologised, Mr. Tiep said that Vietnamese students would still boycott classes taught by faculty members who assisted Mr. Hayden in making a brief surprise appearance at the ceremony.  Mr. Hayden, who said he believed his right to free speech was violated in the college incident, has also expressed concern in interviews about reports of resistance activities by former generals of the South Vietnamese military. ''I think that they have a clandestine network that is not monitored and for all anyone knows is operating outside the law,'' he said.  Often Meet at Restaurant  About 30 former generals living in the area form an association known as the Dien Hong, which meets regularly for activities that its members say are are strictly social. The Dien Hong includes such members as Do Kien Nhieu, a former brigadier general and the last mayor of Saigon, and Bui Dinh Dam, a former major general in Vietnam and now a social worker in San Jose.  They often meet at a Vietnamese restaurant in nearby Mountain View, which is owned by Dr. Nguyen Ton Hoan, who was vice premier of the Republic of Vietnam in 1964 under Gen. Nguyen Khanh and a leader in the Dai Viet or ''Greater Vietnam'' party. He is not a member of the Dien Hong.  ''We are organizing an international movement to support the idea of a free Vietnam,'' Dr. Hoan, 70, said. ''But it is too early to talk about the resistance. It's not the right time.''  Lai Duc Hung, a former captain in the South Vietnamese Army who now lives in San Jose and serves as the general secretary of the Coalition of Nationalist Vietnamese Organizations of Northern California, a group representing 52 organizations, said the Dien Hong was part of the coalition.  ''Some of the organizations are secret,'' Mr. Hung said. ''There are a lot of things we cannot talk about.''  Representatives of three of the four resistance groups in Vietnam are part of the coalition, Mr. Hung said. ''We try to create a chain for people to contact them,'' he said, ''but we don't collect money. They have an account to send money to.''  While acknowledging that there are some ''radical views'' within the community, most leaders appear to regard them as inevitable.  ''The wounds are so deep they cannot forget and cannot forgive,'' said Nguyen Manh. ''It will remain with them a long time.''  LANGUAGE: ENGLISH                      ",August 3 1987 ,0
"   , Vietnam, Aug. 3   An American special envoy left Hanoi today with no progress reported in three days of talks on Americans missing since the Vietnam War.  Without some forward movement on the issue, the Reagan Administration has said, there can be no hope of improving relations between the two nations. Washington continues to refuse diplomatic recognition to Hanoi 14 years after United States forces withdrew from Vietnam and 12 years after the fall of the south.  A five-paragraph statement issued at the end of the talks indicates that cooperation between Hanoi and Washington on accounting for the missing has not recovered even the momentum it had achieved two years ago, when the two sides had begun to meet regularly. Talks were interrupted last year while Vietnam went through a leadership change.  Today's closing statement, read by a Vietnamese interpreter, said only that two technical-level meetings would be held ''in the near future'' - one to discuss how to step up accounting for missing Americans and the other to address ''certain urgent humanitarian concerns of Vietnam.''  The leader of the American delegation, Gen. John W. Vessey Jr., a former chairman of the Joint Chiefs of Staff, refused to answer questions from reporters.  Vietnamese officials also declined comment, leaving the impression that this was the wish of the American side. Repeated recesses called by the Americans this morning for private consultations indicated that there was trouble with even the wording of the final statement.  No Linkage of Issues  In what may have been a concession to the Americans, the joint statement said both sides agreed that humanitarian issues ''should not be linked to broader political questions such as normalization or to economic aid.'' There had been speculation among foreign embassies here that Hanoi was considering reviving demands for war reparations.  Two years ago, the United States won agreement from the Vietnamese to hold at least six meetings each year on the missing-in-action issue. In January 1986, Hanoi followed that with a promise to begin a two-year program to resolve the issue once and for all. The deadline is now five months away, and officials on both sides refuse to comment on what will happen when it passes.  More than 2,400 Americans are still missing in Indochina, 1,776 of them in Vietnam or off its shores. While most if not all are presumed to have died, there has been no final accounting of their cases.  More than a million Vietnamese are still thought to be unaccounted for. Among other problems left behind by the war are war widows, orphans, the children of Vietnamese mothers and American fathers and people said to be suffering from chemicals for defoliation of forests and and other purposes. There are also a large number of handicapped people, both civilian and military.  LANGUAGE: ENGLISH                      ",August 4 1987 ,2
"   , Vietnam, Aug. 5   Vietnamese officials expect to open talks with the United States before the end of this month that will for the first time address Vietnamese problems arising from the war, a high-ranking Foreign Ministry official said today.  ''For the last 12 years, we have handled humanitarian issues for the United States,'' the official, Nguyen Dy Nien, a Deputy Foreign Minister, said in an interview in his office here referring to the accounting of the 1,776 Americans missing since the war.  ''I think now the United States must - has already made a start to - deal with the humanitarian issues of Vietnam,'' said Mr. Nien, an expert on United States affairs. ''We can not carry on one-sidedly.''  Officials close to talks last weekend between the Vietnamese and an American team led by President Reagan's special envoy, Gen. John W. Vessey Jr., say that the American side balked at agreeing to a future meeting on strictly Vietnamese concerns.  Action 'Is Important'  ''In negotiations sometimes there is only one word in the text and it can take hours to remove it and replace it with another word,'' Mr. Nien said when asked about the American attitude toward talks on Vietnam's human casualties. ''But I told the American side that the important thing is action.''  ''We would like to close this chapter as soon as possible,'' he added. He recalled that in January 1986, Vietnam set a two-year timetable to resolve the issue. He declined to comment on what might happen when that period ends.  The Foreign Ministry official said that Vietnam, one of the world's poorest countries, had limited expectations about what assistance it could get from the United States. The Reagan Administration has ruled out reparations or war damages.  ''The humanitarian issues of Vietnam are enormous,'' Mr. Nien said. ''But we know the limits. We are realistic.''  Children of Servicemen  Mr. Nien said that in the recently concluded talks with the American delegation, the subject of the offspring of Americans based in Vietnam also came up. The Foreign Ministry official said it was his understanding that there might be a separate set of talks on this issue in the near future. Neither side knows how many of these children remain in Vietnam.  But a number of the children are reaching the age of majority, and Anerican humanitarian organizations say that this could make them eligible for military service, particularly since many are street urchins who might be viewed as delinquents.  Mr. Nien said Vietnam's political prison camp population, most suffering for their association with the United States-backed Saigon regime, had not been discussed with the Vessey party. He called this a political issue that was related to internal policies of Vietnam, Three years ago, Vietnam's Foreign Minister, Nguyen Co Thach, had challenged the United States to empty the camps. Secretary of State George P. Shultz responded by offering to resettle the political prisoners in the United States.  Visit by Solarz  But when Representative Stephen J. Solarz, the Brooklyn Democrat who heads the House Foreign Affairs Subcommittee on Asian and Pacific Affairs, visited Hanoi in December 1984 and asked if Mr. Shultz's offer would be accepted, he was told that the prisoners could not be released unless the United States could guarantee they would not take part in ''anti-Vietnamese'' activities abroad.  Mr. Solarz told Vietnamese officials that rights of free speech in the United States made such a promise impossible.  Mr. Nien said today that he expected that General Vessey would ''keep up contacts'' with Vietnam, although he is not expected to be part of the next round of talks, which will be at the ''technical expert'' level. The Deputy Foreign Minister said General Vessey, a veteran of the Vietnam War, had been cordial but frank in the recent discussions.  Asked if there was a chance that a further round of talks may be held in Washington, Mr. Nien laughed.  ''We are not so optimistic,'' he said.  LANGUAGE: ENGLISH  GRAPHIC: Photo of Gen. John W. Vessey Jr., U.S. special envoy on Americans missing in action in Vietnam, meeting in Hanoi with Nguyen Co Thach, Vietnam's Foreign Minister. (AP)                      ",August 5 1987 ,2
"    The United States has refused to open diplomatic relations with Vietnam, but officials of the two countries have been talking for years about 1,700 Americans still listed as missing since the United States troops quit the war in 1973. Despite persistent reports that some of the Americans may be alive, no conclusive evidence has been found. Last week, a high-level American delegation went to Hanoi and agreed to add ''certain humanitarian concerns of Vietnam'' to the agenda.  But, in a terse statement, the Americans and Vietnamese said humanitarian issues ''should not be linked to broader political questions such as normalization [of relations] or economic aid.'' ''Technical experts'' will meet soon to discuss ways to speed up accounting for the missing Americans.  John W. Vessey, a retired Army general and former Chairman of the Joint Chiefs of Staff, headed a nine-member delegation of American officials and families of the missing. He declined to elaborate on the official statement. But Nguyen Dy Nien, a Vietnamese Deputy Foreign Minister, said talks would begin this month. He added that there might be a separate discussion of the Vietnamese offspring of Americans. Neither side knows how many remain in Vietnam, but some are old enough to be eligible for Vietnamese military service, which could compromise their claims to American citizenship.  LANGUAGE: ENGLISH                      ",August 9 1987 ,2
"   , Vietnam, Aug. 6   At the 11th-century Temple of Literature in a quiet Hanoi park, there are three gates leading to the inner courtyard. The ornate one in the middle is for kings. Two modest ones flank it. One is for soldiers and the other for writers and scholars.  ''In ancient times, there were literary mandarins and military mandarins,'' Nguyen Du Chi, an art historian, said. ''But it was the literary mandarins who entered the court first, to advise the king.''  While writers, artists and dramatists interviewed this week about contemporary Vietnam avoided the use of what they call ''feudal'' terms, their message was the same. As the country struggles after decades of war to build a peacetime society, the literary mandarins are again advising the king.  ''We Vietnamese can live without breakfast before going to work,'' said Pham Thi Thanh, founder and director of the Youth Drama Group. ''But our hearts are dependent on the arts.''  Intellectual Ferment  Vietnam, and Hanoi most of all, is in intellectual ferment. Artists are turning to Expressionism, playwrights to self-indulgent, personal themes of relationships gone wrong. The youth group has gone on stage to pillory teachers who sell exam papers.  ''I have been a journalist for 35 years, and this is the most interesting period of all,'' said Huu Tho, an editor of Nhan Dan, the Communist Party daily newspaper. ''In wartime, we couldn't speak our minds.''  ''During wartime, we can say that leaders and writers had to unite ideologically in the cause of national defense,'' Ly Hai Chau, director of a literary publishing house, said.  ''But in peace, the writer can return to a reflection of ordinary life - offering new ideas and being in the forefront of public opinion.''  Little Is Sacred  The change has come in the last year or two, in the company of economic liberalization and a self-criticism campaign before which little is sacred, not even the Communist Party's leadership over the last half-century.  There are limits to expression in Hanoi - except in a small, clandestine publishing world that an outsider cannot measure. And there is a fear among some that the door to expression can be closed as easily as it was opened.  There can be no movement to challenge the Communist principles of the country's founders. Nor would anyone start a campaign against the nine-year-old war in Cambodia that drains already slender resources and asks a new generation of men to risk their lives.  But in a recent book, ''Time Gone Away,'' Le Luu tells the story of an ordinary man defeated by life who describes in flashbacks the failures of his society and his own passivity in the face of those failures. The success of the book is described as sensational.  Change From Within  Vu Tu Nam, director of the Vietnam Writers' Association publishing house, said the book, which appeared last year, could not have been published three or four years ago. At the literary publishing house, Mr. Chau said he was reviewing manuscripts that had been rejected in previous years.  Vietnamese who are sensitive to suggestions they are under Soviet influence say the wave of introspective criticism is not a development that has been forced on the country by Moscow, Hanoi's patron.  Rather, they say, it is something that comes from within Vietnam itself, just as economic changes in the city grew out of five years of experience with ''contract'' private-enterprise farming, or from a reluctant admission that some of the methods that had been used by the south could be applied without damaging the Communist orthodoxy of the north.  In Hanoi, private businesses, which are beginning to expand under liberalized city laws, are drawing families back together into ancestral homes and neighborhoods from scattered cooperatives.  New Currents  Old habits return, even in rough economic times. This year, for example, Hanoi got a gardening club.  The new currents, thus, move in two directions: inward toward a revival of ancient Vietnamese cultural traditions - not only in the arts - and outward for broader links with the world.  Vietnam's poverty, intellectuals say, is creating a stagnating isolationism. A European ambassador here said this disturbs many Vietnamese who remember that this was once one of the most cosmopolitan societies in Asia.  While shelves in Hanoi bookstores groan under the weight of unsold heavy Soviet technical volumes, readers, translators and publishers press on a visitor lists of books by American authors they would like to have - Kurt Vonnegut, William Styron, Eric Segal - or they simply ask for ''anything new.'' They want to go beyond Mark Twain, Jack London and John Reed. Alex Haley's ''Roots'' was a recent success.  Novels in Limited Supply  Contemporary Vietnamese novels and short-story collections are printed in limited quantities because of a shortage of paper, and they sell out almost before they reach the stores. Mr. Chau remarked that Vietnam must be unique in the world in having a black market in its own literature.  At night, the Vietnamese flock to theaters through repeated power failures to see exquisitely costumed actors recreate old plays in auditoriums that are little better than stifling barns.  ''We can be nationalistic, modern, realistic and romantic,'' said Mrs. Thanh, who studied theater in the Soviet Union, as she guided a visitor around the Youth Drama Group's rehearsal rooms. Her aims, she said, were ''to praise love and life'' and to link a new generation of wartime children with their rich, but forgotten past.  ''The best things of Vietnam have been abandoned everywhere - not only in the theater,'' she said.  LANGUAGE: ENGLISH                      ",August 9 1987 ,1
"      A Presidential envoy who visited Hanoi last week said today that Vietnam insisted it did not have control over any living Americans missing in action from the war.  Nevertheless, the envoy said, Hanoi suggested the possibility that there might be some in Southeast Asia, and the United States and Vietnam agreed that Hanoi would step up its effort to find missing Americans or their remains.  The envoy, John W. Vessey Jr., a retired Army general and former chairman of the Joint Chiefs of Staff, said he would not speculate on whether there are Americans being held involuntarily in Vietnam.  ''There are certainly all sorts of evidence to show that some might be there, but yet it has been a long time since the end of the war,'' General Vessey said.  He said that while the Vietnamese insisted that ''there are no live American prisoners under the control of the Vietnamese Government,'' they ''acknowledged that there are some wild parts of their country.''  ''The suggestion is that it is possible for there to be live Americans in Southeast Asia, not under the control of the Vietnamese Government,'' he said. ''That is the inference that I draw. They did not say that.'' Three Days of Talks He talked with reporters at the White House after briefing President Reagan on his three days of talks in Hanoi with Vietnamese officials on the issue of Americans missing in Vietnam. He was appointed President Reagan's special envoy on the matter last January.  He said the United States and Vietnam agreed that Hanoi would speed its efforts to find missing Americans or their remains, and that Washington would send experts to Hanoi to look into ''humanitarian concerns that the Vietnamese have,'' such as war orphans and people incapacitated by the fighting.  ''We agreed that we would address these as humanitarian concerns and not link them to broader political issues, such as normalization of diplomatic relations, resumption of trade or economic aid,'' he said.  More meetings will be held in Hanoi at the end of the month on the issue of the missing and the humanitarian issues, he said.  There are 2,413 Americans missing in action in Indochina, 1,776 of them in Vietnam.  General Vessey said Vietnam had agreed to pursue 220 cases involving missing Americans, including 70 cases on which the United States has compelling evidence that an American was alive after being reported missing.  ''We have people who were seen parachuting close to their forces, most probably captured,'' he said. ''Those men did not return, nor have their remains been returned.'' In another case, a picture of a wounded American was published during the war in a Vietnamese newspaper, yet he did not return and his remains have not been recovered.  LANGUAGE: ENGLISH                      ",August 11 1987 ,2
"    CHI MINH CITY, Vietnam, Aug. 20   As American hopes of restarting a legal emigration process from Vietnam have been rising over the last month, Vietnamese officials here appear to be putting obstacles in the path of agreement.  In an interview Wednesday, Luu Van Tanh, vice director of the Consular Affairs Bureau, which handles emigration here, said that only family reunification cases would be considered in the near future, ruling out thousands of political prisoners or other applicants associated with the former South Vietnamese regime.  The hopes of many Amerasian children may also be affected by what a city official here described as a demand that American fathers claim their children before they will be allowed to leave.  Officials say there may be 10,000 Amerasian children in the country, most of them in their middle to late teens. Many do not know who their fathers were.  Number of Refugees Increasing  The delays over legal emigration comes as the number of people trying to flee Vietnam in boats is increasing in the region, refugee officals say. In Ho Chi Minh City, formerly Saigon, people talk openly about arranging passages on these dangerous voyages.  The refugees are one of three rough categories of emigrants at issue between Vietnam and the United States, which have no diplomatic relations. The others are Amerasians and applicants under the Orderly Departure Program, which was begun in 1979 with the assistance of the United Nations High Commissioner for Refugees.  Under the Orderly Departure Program, Vietnamese can go to France, Canada, Australia and other countries, although most seek American visas for family or political reasons.  Interviews of applicants for Orderly Departure were halted by Vietnam in January 1986. People have continued to leave Vietnam at the rate of about 200 a week, however, as officials clear a backlog of nearly 20,000 emigrants.  Optimistic on New Interviews  After a meeting in Hanoi in July between the American program's Bangkok-based director, Bruce Beardsley, and Vietnamese officials, both sides were optimistic that interviews could resume soon.  Mr. Tanh said the Americans had been asked at the meeting to explain why 4,000 applicants had not received an answer to their visa requests. The United States is reported to have resolved many of those cases, and to have proposed a date to resume interviews.  But Mr. Tanh said Vietnam also wanted to make ''adjustments'' to the overall program, involving office accommodation and interviewing methods. Vietnamese officials say most Western Governments conduct interviews that are too long and demand time-consuming, detailed health screening.  He said this created a ''bad psychological atmosphere.''  Restrictions on Meetings  Mr. Tanh added that American officials would not be permitted to come to Vietnam under United Nations auspices in the future.  ''They will have to come as representatives of the American Government,'' he said. Even so, they would not be empowered to hear cases of released political prisoners, other former associates of the defeated South Vietnamese Government or employees of American organizations in Vietnam.  Those cases would have to be discussed at a higher level he said. He added that this would be among the humanitarian concerns President Reagan's special envoy, John W. Vessey Jr., on a visit to Hanoi this month, agreed to consider in future Vietnamese-American meetings.  In a separate interview, Nguyen Duy Lien, a newly elected Deputy Mayor of Ho Chi Minh City who is in charge of social welfare, said that the resettlement of Amerasians was being held up because ''we must have the father's request'' to let them go.  Sent to Orphanages  Residents of Ho Chi Minh City say that many Amerasian children were rounded up in May and sent to orphanages, labor groups or other institutions. The fact that they have not yet returned to the streets, where many lived by begging from Westerners, indicates that many may be in custody.  Mrs. Lien said Vietnam had created ''all the favorable conditions'' to resettlement of Amerasians, known here as ''con lai'' or half-breeds.  The United States had failed to respond to Vietnam's overtures, Mrs. Lien said. Americans, individually or in relief organizations, say they have offered many ideas to Hanoi on how to move the children, but there has been no follow-through from Vietnam.  Mrs. Lien declined to comment on these American views.  ''I have every right to blame the other side,'' she said. ''No one has the right to blame us.''  LANGUAGE: ENGLISH                      ",August 21 1987 ,0
